ID,Producto,Categoria,Precio,Descuento,Stock,Publicidad,Calificacion,Visitas_Web,Mes,Dia_Semana,Temporada,Ventas
842,Mouse,Tecnologia,1449.55,46,146,Si,2.7,7285,Enero,Martes,Fiestas Patrias,378
843,Router,Accesorios,636.25,33,332,No,4.9,9783,Mayo,Jueves,Black Friday,368
844,Silla Gamer,Oficina,1388.15,12,206,No,1.4,1191,Julio,Miercoles,Normal,154
845,Silla Gamer,Tecnologia,2169.0,17,75,Si,3.4,4320,Septiembre,Lunes,Navidad,240
846,Smartwatch,Gaming,2742.84,34,496,No,2.0,6943,Enero,Sabado,Normal,227
847,Disco SSD,Gaming,3366.42,44,437,Si,3.0,4708,Febrero,Miercoles,Fiestas Patrias,330
848,Audifonos,Oficina,78.03,18,347,No,4.2,6029,Julio,Jueves,Normal,283
849,Teclado,Gaming,2565.84,32,412,No,3.1,3247,Abril,Martes,Black Friday,281
850,Silla Gamer,Accesorios,507.16,34,177,Si,3.2,1416,Mayo,Sabado,Fiestas Patrias,275
851,Camara,Gaming,1998.56,21,25,Si,3.5,4589,Marzo,Lunes,Normal,231
852,Router,Gaming,1530.5,20,418,Si,2.6,4808,Julio,Viernes,Navidad,332
853,Audifonos,Accesorios,1073.85,22,436,Si,3.8,1425,Diciembre,Sabado,Fiestas Patrias,294
854,Tablet,Gaming,2023.07,32,414,Si,2.9,5064,Marzo,Martes,Campaña Escolar,268
855,Router,Computo,1116.24,43,475,Si,1.3,4580,Abril,Lunes,Campaña Escolar,352
856,Parlante,Gaming,1982.35,5,356,Si,3.8,2206,Agosto,Sabado,Navidad,224
857,Audifonos,Tecnologia,1455.16,20,99,No,3.1,6822,Mayo,Lunes,Campaña Escolar,244
858,Impresora,Computo,655.97,49,306,Si,3.0,2346,Marzo,Sabado,Campaña Escolar,323
859,Audifonos,Gaming,864.17,5,438,No,2.3,2931,Febrero,Martes,Fiestas Patrias,179
860,Celular,Computo,2197.37,48,381,Si,2.6,1108,Octubre,Sabado,Fiestas Patrias,298
861,Router,Gaming,3140.08,35,162,No,1.1,4653,Junio,Domingo,Fiestas Patrias,225
862,Teclado,Tecnologia,1119.95,28,412,No,4.2,7242,Junio,Martes,Campaña Escolar,286
863,Audifonos,Computo,2629.51,50,338,No,3.3,4626,Marzo,Sabado,Fiestas Patrias,285
864,Celular,Oficina,879.06,33,354,No,3.2,7863,Junio,Domingo,Fiestas Patrias,305
865,Camara,Tecnologia,2071.99,5,361,Si,4.3,1564,Marzo,Sabado,Navidad,204
866,Parlante,Computo,1005.83,8,488,No,1.1,1241,Marzo,Viernes,Campaña Escolar,174
867,Escritorio,Tecnologia,2347.69,8,163,Si,4.7,321,Diciembre,Lunes,Normal,176
868,Parlante,Gaming,2480.41,4,285,Si,4.2,672,Octubre,Jueves,Navidad,171
869,Disco SSD,Tecnologia,2383.15,12,269,No,5.0,5264,Septiembre,Miercoles,Navidad,255
870,Silla Gamer,Accesorios,1132.71,8,487,No,2.0,5780,Junio,Jueves,Campaña Escolar,206
871,Teclado,Oficina,3163.22,41,406,No,1.8,3389,Septiembre,Viernes,Normal,233
872,Impresora,Gaming,160.21,6,139,Si,3.7,621,Enero,Sabado,Campaña Escolar,202
873,Smartwatch,Gaming,749.72,39,329,Si,3.6,1224,Marzo,Jueves,Campaña Escolar,270
874,Router,Gaming,3104.28,30,98,No,1.6,9029,Noviembre,Domingo,Campaña Escolar,220
875,Impresora,Tecnologia,1389.57,16,139,Si,4.9,781,Abril,Domingo,Black Friday,263
876,Mouse,Computo,1106.42,17,84,Si,3.6,9457,Junio,Martes,Normal,249
877,Camara,Computo,2233.52,21,324,Si,1.0,943,Julio,Jueves,Black Friday,251
878,Laptop,Computo,3184.2,3,24,No,4.0,6376,Febrero,Sabado,Navidad,183
879,Parlante,Computo,518.2,18,367,Si,3.6,1217,Octubre,Viernes,Navidad,260
880,Tablet,Oficina,884.92,27,89,No,4.2,1627,Junio,Viernes,Normal,199
881,Tablet,Accesorios,1919.81,44,470,No,4.5,6741,Septiembre,Jueves,Fiestas Patrias,350
882,Celular,Oficina,3308.68,28,135,Si,2.3,7087,Octubre,Lunes,Navidad,274
883,Celular,Accesorios,1105.98,2,84,No,4.4,6271,Abril,Lunes,Navidad,215
884,Monitor,Accesorios,2395.63,38,231,Si,4.8,6372,Marzo,Martes,Fiestas Patrias,332
885,Silla Gamer,Accesorios,3311.21,31,223,Si,4.4,9886,Julio,Domingo,Fiestas Patrias,354
886,Celular,Oficina,2378.48,3,44,Si,4.5,3879,Agosto,Martes,Navidad,242
887,Silla Gamer,Oficina,1088.87,6,292,Si,4.8,513,Enero,Martes,Normal,183
888,Router,Gaming,605.61,10,307,Si,3.2,8931,Marzo,Martes,Navidad,348
889,Disco SSD,Gaming,1418.24,36,498,No,2.2,2306,Marzo,Lunes,Campaña Escolar,284
890,Disco SSD,Accesorios,2906.88,46,455,Si,2.6,7487,Septiembre,Jueves,Navidad,371
891,Disco SSD,Computo,2355.13,30,104,No,4.5,6019,Febrero,Martes,Black Friday,312
892,Parlante,Oficina,184.24,5,36,Si,3.7,6997,Marzo,Martes,Black Friday,290
893,Smartwatch,Gaming,831.09,14,396,No,3.5,5118,Marzo,Viernes,Navidad,290
894,Teclado,Computo,1388.06,31,265,Si,1.0,6974,Agosto,Viernes,Navidad,308
895,Monitor,Oficina,3415.71,14,245,Si,3.1,7315,Julio,Martes,Normal,220
896,Monitor,Gaming,135.77,24,47,Si,1.3,4485,Septiembre,Sabado,Black Friday,269
897,Router,Tecnologia,1489.23,21,300,Si,4.6,6499,Marzo,Jueves,Navidad,310
898,Disco SSD,Gaming,1613.94,1,141,Si,3.1,1555,Septiembre,Domingo,Normal,188
899,Celular,Accesorios,2617.34,16,496,No,4.4,7286,Octubre,Viernes,Normal,233
900,Camara,Oficina,210.47,39,210,No,2.7,6003,Junio,Domingo,Normal,291
901,Monitor,Oficina,20.79,35,351,Si,4.4,7495,Julio,Miercoles,Navidad,410
902,Tablet,Accesorios,2570.35,32,27,Si,3.9,6290,Mayo,Jueves,Campaña Escolar,300
903,Audifonos,Gaming,2475.36,3,269,Si,2.0,7500,Septiembre,Jueves,Fiestas Patrias,260
904,Laptop,Tecnologia,2521.14,40,448,Si,1.1,2415,Octubre,Viernes,Normal,219
905,Tablet,Accesorios,829.89,22,379,No,1.8,9321,Diciembre,Domingo,Fiestas Patrias,280
906,Impresora,Tecnologia,1593.66,48,238,No,3.7,4334,Marzo,Jueves,Navidad,330
907,Audifonos,Gaming,1790.95,14,155,No,4.5,548,Julio,Viernes,Fiestas Patrias,182
908,Silla Gamer,Oficina,151.19,6,257,No,2.3,7992,Abril,Jueves,Navidad,256
909,Teclado,Computo,2645.9,21,202,No,4.5,8293,Septiembre,Viernes,Black Friday,289
910,Audifonos,Gaming,1880.62,8,260,Si,2.3,7515,Junio,Domingo,Black Friday,299
911,Parlante,Tecnologia,836.95,50,207,Si,2.3,6153,Diciembre,Martes,Black Friday,362
912,Mouse,Accesorios,1509.98,34,71,Si,2.5,3655,Septiembre,Jueves,Fiestas Patrias,278
913,Teclado,Oficina,3421.69,28,434,Si,3.1,6130,Noviembre,Lunes,Normal,240
914,Celular,Gaming,1135.0,24,216,No,4.1,1351,Julio,Lunes,Normal,174
915,Monitor,Computo,2518.41,18,66,No,1.3,8020,Febrero,Viernes,Normal,184
916,Disco SSD,Oficina,2587.82,15,388,No,4.4,6731,Octubre,Sabado,Navidad,245
917,Escritorio,Gaming,1801.0,0,109,No,4.7,584,Enero,Domingo,Campaña Escolar,141
918,Celular,Tecnologia,1772.91,33,311,No,4.8,5375,Abril,Domingo,Navidad,317
919,Monitor,Tecnologia,1915.05,6,105,Si,3.8,9275,Octubre,Viernes,Navidad,286
920,Router,Accesorios,2907.78,21,297,Si,2.6,8370,Noviembre,Lunes,Fiestas Patrias,260
921,Silla Gamer,Tecnologia,562.09,5,220,No,2.5,5448,Marzo,Lunes,Fiestas Patrias,229
922,Impresora,Oficina,2988.18,26,194,Si,3.8,1640,Julio,Viernes,Campaña Escolar,251
923,Escritorio,Tecnologia,2905.44,15,96,No,3.5,3841,Febrero,Viernes,Fiestas Patrias,172
924,Impresora,Computo,2204.29,22,422,No,1.6,2778,Abril,Viernes,Campaña Escolar,228
925,Disco SSD,Oficina,3213.41,2,323,Si,3.5,3164,Octubre,Lunes,Fiestas Patrias,190
926,Tablet,Gaming,1111.69,31,15,No,2.4,2680,Febrero,Viernes,Normal,182
927,Impresora,Tecnologia,2890.33,29,237,No,3.2,7149,Septiembre,Miercoles,Navidad,276
928,Escritorio,Oficina,846.44,41,316,Si,3.6,4201,Julio,Viernes,Black Friday,361
929,Smartwatch,Computo,2061.06,31,24,Si,4.0,333,Agosto,Sabado,Black Friday,264
930,Celular,Tecnologia,2807.27,1,136,Si,1.4,7416,Mayo,Lunes,Black Friday,206
931,Silla Gamer,Accesorios,1457.61,24,224,Si,2.6,1042,Junio,Jueves,Fiestas Patrias,246
932,Escritorio,Computo,1274.17,37,50,No,1.3,4754,Abril,Miercoles,Normal,232
933,Silla Gamer,Computo,332.36,36,322,No,1.0,938,Febrero,Viernes,Campaña Escolar,250
934,Impresora,Computo,1213.08,16,126,Si,3.3,9359,Abril,Viernes,Fiestas Patrias,292
935,Escritorio,Accesorios,736.16,10,350,Si,3.2,974,Agosto,Sabado,Campaña Escolar,255
936,Escritorio,Accesorios,700.19,47,221,Si,4.7,1602,Mayo,Martes,Campaña Escolar,376
937,Parlante,Accesorios,1314.85,48,166,Si,2.4,7555,Octubre,Miercoles,Campaña Escolar,407
938,Mouse,Tecnologia,2034.8,43,274,Si,2.3,204,Noviembre,Sabado,Black Friday,300
939,Smartwatch,Gaming,1638.33,36,256,No,4.0,9419,Enero,Domingo,Black Friday,366
940,Router,Computo,1568.09,2,459,No,4.7,836,Agosto,Viernes,Fiestas Patrias,182
941,Teclado,Gaming,1999.97,32,85,Si,4.2,8884,Mayo,Jueves,Campaña Escolar,351
942,Laptop,Gaming,1284.13,35,382,Si,3.4,9311,Julio,Jueves,Navidad,387
943,Camara,Computo,2600.86,15,417,No,4.4,9394,Julio,Domingo,Campaña Escolar,272
944,Mouse,Gaming,2364.67,7,166,Si,2.9,6081,Agosto,Miercoles,Normal,189
945,Silla Gamer,Accesorios,1691.42,6,242,No,1.9,2763,Julio,Viernes,Normal,123
946,Impresora,Gaming,2625.16,44,221,No,1.9,5605,Mayo,Martes,Navidad,275
947,Monitor,Computo,1869.12,25,468,No,3.5,5730,Agosto,Viernes,Fiestas Patrias,275
948,Teclado,Oficina,2481.33,23,391,No,2.8,7117,Julio,Martes,Black Friday,310
949,Impresora,Oficina,1512.1,39,75,Si,1.1,6280,Mayo,Jueves,Campaña Escolar,310
950,Router,Accesorios,2940.07,1,93,Si,4.4,6751,Febrero,Sabado,Fiestas Patrias,199
951,Camara,Oficina,2108.87,11,305,Si,4.1,8319,Julio,Martes,Campaña Escolar,247
952,Celular,Tecnologia,2276.66,5,470,Si,4.6,327,Marzo,Jueves,Black Friday,258
953,Disco SSD,Gaming,396.38,29,382,No,2.6,5240,Septiembre,Sabado,Fiestas Patrias,328
954,Audifonos,Computo,740.34,42,366,Si,4.1,8684,Septiembre,Domingo,Navidad,444
955,Tablet,Tecnologia,2387.74,14,201,Si,4.3,584,Diciembre,Martes,Normal,172
956,Parlante,Computo,509.1,5,26,No,3.1,1222,Agosto,Domingo,Normal,135
957,Escritorio,Computo,2931.13,37,337,No,4.7,2990,Mayo,Miercoles,Fiestas Patrias,274
958,Impresora,Tecnologia,2522.97,11,303,Si,3.1,3359,Julio,Lunes,Fiestas Patrias,222
959,Router,Gaming,1872.14,9,131,Si,1.4,9204,Noviembre,Sabado,Navidad,282
960,Smartwatch,Computo,1984.17,3,435,No,1.7,5254,Junio,Miercoles,Navidad,174
961,Smartwatch,Oficina,2167.84,3,347,No,3.9,691,Febrero,Jueves,Navidad,186
962,Celular,Accesorios,659.57,50,276,No,3.5,6845,Marzo,Sabado,Fiestas Patrias,338
963,Silla Gamer,Gaming,1724.45,7,259,Si,2.3,789,Octubre,Jueves,Normal,169
964,Teclado,Computo,666.5,28,371,No,2.7,5695,Abril,Miercoles,Fiestas Patrias,273
965,Escritorio,Computo,2998.88,49,478,No,4.2,2333,Octubre,Sabado,Black Friday,332
966,Disco SSD,Oficina,3230.81,6,402,No,2.3,5463,Junio,Sabado,Navidad,202
967,Tablet,Accesorios,147.76,43,95,Si,2.3,9711,Marzo,Domingo,Normal,349
968,Escritorio,Accesorios,2597.51,23,60,Si,1.3,8134,Noviembre,Miercoles,Normal,227
969,Teclado,Oficina,1822.68,20,66,No,1.9,2057,Febrero,Lunes,Normal,177
970,Camara,Tecnologia,2630.53,31,469,Si,2.0,2380,Enero,Domingo,Black Friday,292
971,Mouse,Computo,908.63,41,41,No,4.9,8266,Octubre,Martes,Normal,327
972,Audifonos,Accesorios,933.18,32,238,No,1.2,3924,Abril,Sabado,Fiestas Patrias,242
973,Silla Gamer,Accesorios,3015.58,17,119,Si,2.4,6777,Marzo,Viernes,Campaña Escolar,233
974,Laptop,Computo,366.24,48,148,No,4.5,3285,Junio,Domingo,Black Friday,328
975,Parlante,Gaming,1817.86,12,305,Si,3.1,6403,Mayo,Viernes,Black Friday,274
976,Escritorio,Gaming,2657.06,15,330,No,1.4,595,Marzo,Viernes,Navidad,117
977,Silla Gamer,Gaming,215.66,7,27,No,4.7,54,Julio,Viernes,Navidad,173
978,Disco SSD,Computo,1813.26,11,395,Si,1.1,4813,Agosto,Viernes,Campaña Escolar,217
979,Celular,Computo,1874.24,36,479,Si,3.8,5142,Junio,Jueves,Fiestas Patrias,356
980,Audifonos,Tecnologia,1223.59,22,433,No,4.0,8570,Enero,Viernes,Campaña Escolar,296
981,Audifonos,Oficina,1434.33,36,406,No,3.6,2942,Septiembre,Lunes,Black Friday,288
982,Audifonos,Tecnologia,2960.5,6,49,Si,2.6,8496,Julio,Domingo,Fiestas Patrias,208
983,Smartwatch,Tecnologia,2196.66,35,350,No,2.5,6204,Septiembre,Miercoles,Campaña Escolar,281
984,Disco SSD,Gaming,3484.38,20,246,Si,1.6,4364,Julio,Jueves,Campaña Escolar,220
985,Escritorio,Oficina,2968.5,12,160,Si,4.8,1039,Julio,Martes,Fiestas Patrias,194
986,Tablet,Accesorios,1987.65,41,418,No,1.0,4502,Septiembre,Domingo,Navidad,321
987,Audifonos,Gaming,1070.3,32,229,Si,3.0,3958,Mayo,Jueves,Campaña Escolar,288
988,Teclado,Accesorios,2906.89,4,491,No,4.7,1918,Mayo,Lunes,Black Friday,227
989,Audifonos,Gaming,1569.55,44,377,Si,4.3,7292,Agosto,Martes,Fiestas Patrias,375
990,Teclado,Tecnologia,1175.96,40,209,Si,4.7,6500,Septiembre,Lunes,Campaña Escolar,356
991,Audifonos,Computo,732.71,14,175,Si,2.2,8462,Marzo,Sabado,Black Friday,290
992,Monitor,Tecnologia,1079.63,3,360,Si,3.6,8217,Marzo,Lunes,Black Friday,298
993,Impresora,Oficina,1199.07,22,469,No,2.0,4246,Mayo,Domingo,Black Friday,298
994,Celular,Tecnologia,648.69,34,72,Si,3.6,8467,Junio,Lunes,Campaña Escolar,338
995,Audifonos,Oficina,2651.55,3,358,Si,3.4,4574,Febrero,Viernes,Black Friday,235
996,Monitor,Computo,3236.6,4,363,Si,2.9,7384,Julio,Domingo,Normal,188
997,Smartwatch,Accesorios,2329.82,16,377,Si,4.8,5001,Julio,Domingo,Black Friday,327
998,Escritorio,Tecnologia,548.07,48,455,Si,3.7,1223,Abril,Jueves,Normal,317
999,Celular,Oficina,289.64,8,333,Si,3.0,9139,Noviembre,Miercoles,Fiestas Patrias,309
1000,Silla Gamer,Tecnologia,2631.15,47,60,Si,3.1,4072,Diciembre,Viernes,Navidad,348
1001,Audifonos,Oficina,3186.56,25,89,No,3.1,5630,Noviembre,Miercoles,Campaña Escolar,212
1002,Disco SSD,Tecnologia,1673.38,43,423,Si,4.9,7047,Noviembre,Martes,Normal,373
1003,Silla Gamer,Oficina,3025.47,49,133,No,1.3,1384,Junio,Lunes,Campaña Escolar,213
1004,Router,Tecnologia,571.4,19,216,Si,4.3,214,Julio,Domingo,Campaña Escolar,250
1005,Laptop,Gaming,1417.91,16,46,Si,4.4,8655,Diciembre,Jueves,Navidad,295
1006,Impresora,Tecnologia,1805.9,19,317,Si,4.9,7517,Abril,Martes,Black Friday,353
1007,Silla Gamer,Gaming,811.64,43,126,Si,2.3,8787,Junio,Domingo,Normal,292
1008,Impresora,Accesorios,202.64,9,19,Si,3.8,1517,Diciembre,Viernes,Normal,179
1009,Celular,Accesorios,2475.54,20,401,No,1.5,930,Junio,Viernes,Fiestas Patrias,162
1010,Escritorio,Accesorios,156.98,8,154,No,4.1,3695,Enero,Sabado,Black Friday,236
1011,Escritorio,Accesorios,1647.67,39,175,No,2.8,3605,Mayo,Lunes,Black Friday,271
1012,Camara,Computo,2141.08,28,52,Si,3.1,5547,Septiembre,Sabado,Black Friday,307
1013,Router,Accesorios,893.04,30,271,No,4.6,4075,Septiembre,Miercoles,Fiestas Patrias,294
1014,Audifonos,Gaming,219.18,45,480,Si,1.2,743,Septiembre,Martes,Normal,282
1015,Celular,Computo,3118.73,4,129,No,2.9,5774,Mayo,Viernes,Fiestas Patrias,181
1016,Laptop,Gaming,2064.94,41,286,Si,2.6,601,Julio,Sabado,Campaña Escolar,284
1017,Router,Computo,557.73,44,495,Si,1.3,6149,Octubre,Martes,Fiestas Patrias,349
1018,Silla Gamer,Gaming,1075.2,47,480,No,2.6,8614,Julio,Martes,Navidad,377
1019,Smartwatch,Gaming,2006.57,22,210,No,1.0,6404,Marzo,Viernes,Fiestas Patrias,240
1020,Tablet,Computo,2143.48,19,338,Si,1.1,8499,Febrero,Lunes,Navidad,340
1021,Laptop,Accesorios,1585.8,35,28,Si,3.9,5635,Marzo,Domingo,Normal,283
1022,Mouse,Oficina,1875.97,35,433,No,1.7,6167,Abril,Lunes,Normal,217
1023,Silla Gamer,Oficina,469.7,29,213,No,4.4,2042,Septiembre,Viernes,Navidad,267
1024,Laptop,Computo,1048.07,41,66,Si,3.7,8770,Abril,Viernes,Normal,326
1025,Disco SSD,Accesorios,2984.42,10,108,No,1.1,4786,Noviembre,Jueves,Normal,111
1026,Smartwatch,Tecnologia,2740.59,23,197,No,4.2,1799,Junio,Viernes,Black Friday,194
1027,Smartwatch,Tecnologia,2792.32,44,85,Si,3.8,2822,Octubre,Miercoles,Navidad,307
1028,Escritorio,Tecnologia,927.76,31,455,Si,1.7,7244,Mayo,Lunes,Campaña Escolar,299
1029,Mouse,Accesorios,2480.21,38,442,Si,3.3,9849,Septiembre,Jueves,Campaña Escolar,397
1030,Camara,Accesorios,1314.71,17,47,No,2.0,2490,Octubre,Sabado,Campaña Escolar,189
1031,Escritorio,Tecnologia,3037.37,45,209,No,4.9,2644,Noviembre,Viernes,Fiestas Patrias,285
1032,Escritorio,Oficina,2421.63,38,477,No,2.3,3533,Febrero,Martes,Campaña Escolar,318
1033,Camara,Computo,1137.07,42,215,No,3.8,4961,Noviembre,Martes,Navidad,320
1034,Disco SSD,Computo,1250.09,30,149,No,4.8,5789,Junio,Viernes,Fiestas Patrias,274
1035,Tablet,Oficina,689.06,37,389,Si,4.9,6656,Diciembre,Miercoles,Navidad,400
1036,Router,Gaming,860.77,40,488,No,4.4,2092,Abril,Jueves,Navidad,322
1037,Impresora,Oficina,328.25,33,207,Si,3.0,3300,Agosto,Jueves,Normal,282
1038,Audifonos,Gaming,125.63,49,366,No,2.8,6132,Enero,Viernes,Campaña Escolar,336
1039,Laptop,Computo,3283.63,21,83,Si,1.5,558,Abril,Martes,Fiestas Patrias,164
1040,Smartwatch,Computo,2178.42,1,13,Si,1.4,6793,Septiembre,Viernes,Navidad,195
1041,Mouse,Tecnologia,850.86,5,220,Si,2.6,3607,Agosto,Miercoles,Campaña Escolar,207
1042,Audifonos,Computo,256.77,34,488,No,2.1,3445,Octubre,Martes,Campaña Escolar,295
1043,Smartwatch,Computo,2618.18,12,164,Si,3.6,5410,Febrero,Viernes,Black Friday,272
1044,Escritorio,Tecnologia,54.2,1,317,Si,1.7,2631,Diciembre,Miercoles,Black Friday,239
1045,Celular,Gaming,1078.25,2,236,Si,4.3,2493,Febrero,Viernes,Fiestas Patrias,239
1046,Escritorio,Gaming,3456.04,40,322,No,3.6,7485,Julio,Lunes,Normal,287
1047,Impresora,Oficina,1869.55,9,362,Si,2.6,4007,Julio,Domingo,Normal,171
1048,Escritorio,Gaming,1671.03,4,227,Si,3.3,2936,Enero,Sabado,Black Friday,251
1049,Audifonos,Gaming,626.07,9,371,Si,3.9,7796,Enero,Miercoles,Navidad,285
1050,Impresora,Gaming,652.54,31,29,Si,2.3,6115,Diciembre,Martes,Campaña Escolar,293
1051,Silla Gamer,Oficina,1572.67,11,208,Si,2.2,5726,Agosto,Domingo,Navidad,273
1052,Monitor,Oficina,389.62,5,175,Si,4.2,1925,Mayo,Domingo,Black Friday,271
1053,Teclado,Computo,416.6,48,358,Si,3.0,8290,Febrero,Jueves,Navidad,408
1054,Camara,Oficina,1859.9,38,283,No,3.6,7695,Mayo,Lunes,Black Friday,385
1055,Smartwatch,Accesorios,1757.17,9,88,Si,1.5,2785,Marzo,Jueves,Navidad,215
1056,Celular,Oficina,1720.13,1,359,Si,3.7,3585,Noviembre,Viernes,Campaña Escolar,200
1057,Monitor,Tecnologia,391.36,27,190,No,1.5,2757,Mayo,Domingo,Black Friday,246
1058,Silla Gamer,Gaming,411.14,26,419,No,2.0,9824,Febrero,Lunes,Black Friday,355
1059,Impresora,Computo,924.97,37,462,Si,4.8,6931,Abril,Miercoles,Fiestas Patrias,377
1060,Smartwatch,Computo,1784.36,18,402,No,4.7,4782,Marzo,Miercoles,Navidad,285
1061,Router,Accesorios,613.69,38,269,Si,2.9,6257,Agosto,Lunes,Campaña Escolar,372
1062,Silla Gamer,Computo,3493.74,10,420,Si,1.9,7768,Marzo,Domingo,Normal,240
1063,Escritorio,Tecnologia,3411.05,45,75,No,1.3,4092,Abril,Viernes,Campaña Escolar,241
1064,Laptop,Computo,1809.51,34,168,No,2.0,2994,Diciembre,Domingo,Normal,208
1065,Celular,Oficina,3193.13,37,93,Si,1.2,1124,Enero,Miercoles,Campaña Escolar,239
1066,Monitor,Gaming,3006.99,33,197,No,4.1,3235,Septiembre,Domingo,Fiestas Patrias,243
1067,Router,Accesorios,1104.55,20,58,No,2.4,3105,Diciembre,Sabado,Normal,166
1068,Router,Gaming,1256.39,20,355,Si,3.9,2333,Enero,Miercoles,Campaña Escolar,218
1069,Audifonos,Accesorios,218.69,4,263,Si,3.7,6849,Diciembre,Viernes,Fiestas Patrias,280
1070,Celular,Tecnologia,3046.54,30,22,No,2.8,198,Febrero,Jueves,Fiestas Patrias,161
1071,Parlante,Tecnologia,3045.35,26,175,Si,3.0,8236,Enero,Miercoles,Black Friday,306
1072,Tablet,Gaming,2357.38,37,30,No,2.0,2032,Diciembre,Lunes,Fiestas Patrias,169
1073,Parlante,Gaming,106.94,19,273,Si,4.4,9763,Septiembre,Lunes,Campaña Escolar,361
1074,Camara,Oficina,337.91,25,403,Si,3.3,7809,Septiembre,Sabado,Normal,275
1075,Monitor,Gaming,3046.27,44,383,No,2.6,888,Mayo,Miercoles,Black Friday,293
1076,Escritorio,Accesorios,80.89,27,441,No,3.3,4518,Enero,Miercoles,Fiestas Patrias,296
1077,Silla Gamer,Computo,1157.05,8,258,Si,3.4,4361,Abril,Viernes,Fiestas Patrias,245
1078,Silla Gamer,Computo,926.2,27,229,No,3.9,9486,Julio,Domingo,Normal,296
1079,Monitor,Accesorios,2369.8,6,51,Si,2.4,332,Junio,Jueves,Campaña Escolar,129
1080,Escritorio,Oficina,2662.15,26,138,Si,1.3,997,Septiembre,Sabado,Navidad,246
1081,Tablet,Accesorios,1214.69,2,15,No,3.3,614,Octubre,Martes,Black Friday,181
1082,Disco SSD,Gaming,2923.91,11,159,Si,4.0,4681,Junio,Jueves,Navidad,268
1083,Monitor,Accesorios,1015.75,0,458,Si,2.3,6066,Octubre,Viernes,Campaña Escolar,258
1084,Audifonos,Gaming,2715.51,23,479,Si,3.5,8139,Marzo,Jueves,Campaña Escolar,299
1085,Impresora,Tecnologia,1702.84,23,467,Si,4.0,6733,Septiembre,Viernes,Normal,278
1086,Impresora,Accesorios,2642.95,50,447,No,4.6,1344,Diciembre,Lunes,Fiestas Patrias,278
1087,Tablet,Computo,2398.33,10,202,Si,4.0,1653,Agosto,Sabado,Fiestas Patrias,163
1088,Smartwatch,Accesorios,3444.63,17,491,Si,2.2,3837,Febrero,Martes,Campaña Escolar,207
1089,Smartwatch,Gaming,944.59,25,170,Si,1.4,7219,Octubre,Miercoles,Navidad,312
1090,Router,Accesorios,3311.09,27,342,No,2.2,6249,Abril,Sabado,Normal,219
1091,Mouse,Oficina,267.21,29,319,No,2.3,4584,Marzo,Viernes,Navidad,289
1092,Escritorio,Computo,2788.61,50,31,No,2.8,1182,Marzo,Domingo,Black Friday,247
1093,Celular,Accesorios,706.2,35,173,Si,1.3,7683,Marzo,Martes,Campaña Escolar,348
1094,Tablet,Tecnologia,1889.72,20,109,Si,3.7,1632,Mayo,Jueves,Campaña Escolar,198
1095,Smartwatch,Accesorios,946.03,25,94,No,2.7,4816,Febrero,Martes,Black Friday,266
1096,Escritorio,Computo,1209.29,1,253,No,1.0,7276,Agosto,Martes,Black Friday,206
1097,Smartwatch,Tecnologia,2406.07,38,451,No,2.0,1587,Octubre,Sabado,Black Friday,275
1098,Tablet,Gaming,3187.48,15,397,Si,3.5,5560,Diciembre,Viernes,Navidad,271
1099,Camara,Tecnologia,777.77,11,364,Si,3.3,8747,Agosto,Jueves,Normal,283
1100,Camara,Gaming,2586.26,32,493,No,1.3,9294,Julio,Sabado,Normal,264
1101,Camara,Tecnologia,2223.46,13,418,No,2.0,4777,Abril,Miercoles,Black Friday,253
1102,Disco SSD,Computo,1062.46,49,450,No,1.4,769,Mayo,Jueves,Campaña Escolar,290
1103,Audifonos,Gaming,3275.28,2,123,Si,3.4,8561,Enero,Sabado,Navidad,252
1104,Celular,Oficina,3195.87,19,67,Si,1.0,7191,Febrero,Sabado,Navidad,241
1105,Teclado,Gaming,287.25,13,362,No,4.9,3926,Diciembre,Viernes,Campaña Escolar,252
1106,Tablet,Computo,2213.01,4,424,No,2.4,9297,Agosto,Lunes,Campaña Escolar,230
1107,Router,Accesorios,2575.54,2,39,No,1.9,9294,Agosto,Lunes,Fiestas Patrias,182
1108,Escritorio,Accesorios,327.62,25,395,Si,4.9,4725,Diciembre,Sabado,Normal,324
1109,Mouse,Oficina,1468.24,12,240,No,4.9,520,Noviembre,Miercoles,Normal,155
1110,Escritorio,Gaming,217.06,30,56,No,4.7,5123,Octubre,Martes,Black Friday,311
1111,Laptop,Accesorios,1084.51,4,67,Si,1.3,1403,Junio,Viernes,Campaña Escolar,151
1112,Parlante,Accesorios,1277.03,36,295,No,1.3,9719,Marzo,Domingo,Normal,296
1113,Audifonos,Computo,2046.19,2,406,No,1.1,362,Diciembre,Domingo,Black Friday,156
1114,Silla Gamer,Accesorios,2791.44,48,307,Si,4.3,9749,Febrero,Martes,Campaña Escolar,409
1115,Router,Computo,2122.98,38,363,No,2.7,8838,Enero,Jueves,Black Friday,342
1116,Camara,Tecnologia,2260.14,29,123,Si,2.4,2478,Octubre,Jueves,Campaña Escolar,239
1117,Router,Oficina,1133.66,7,107,Si,1.7,9594,Agosto,Jueves,Black Friday,309
1118,Router,Gaming,2331.9,10,216,No,1.1,6920,Enero,Martes,Navidad,200
1119,Router,Gaming,3310.32,31,35,Si,2.7,8163,Abril,Lunes,Campaña Escolar,279
